Symbol,Company Name,Industry,Market Cap
CNSP,"CNS Pharmaceuticals, Inc.",Biotechnology,3947514
CNTA,Centessa Pharmaceuticals plc,Biotechnology,794199312
CNTB,Connect Biopharma Holdings Limited,Biotechnology,63883008
CNTG,Centogene N.V.,Diagnostics & Research,34832250
CNTX,Context Therapeutics Inc.,Biotechnology,16684574
CNTY,"Century Casinos, Inc.",Resorts & Casinos,112028031
CNVS,Cineverse Corp.,Entertainment,18523152
CNX,CNX Resources Corporation,Oil & Gas E&P,3159586170
CNXA,Connexa Sports Technologies Inc.,Leisure,616105
CNXC,Concentrix Corporation,Information Technology Services,6797328576
CNXN,"PC Connection, Inc.",Electronics & Computer Distribution,1758088780
COCH,"Envoy Medical, Inc.",Medical Devices,27370000
COCO,"The Vita Coco Company, Inc.",Beverages - Non-Alcoholic,1191876105
COCP,"Cocrystal Pharma, Inc.",Biotechnology,15565914
CODA,"Coda Octopus Group, Inc.",Aerospace & Defense,73487997
CODI,Compass Diversified,Conglomerates,1686787404
CODX,"Co-Diagnostics, Inc.",Medical Devices,38531934
COE,51 Talk Online Education Group,Education & Training Services,43916106
COEP,"Coeptis Therapeutics, Inc.",Biotechnology,18929940
COF,Capital One Financial Corporation,Credit Services,49388238960
COFS,"ChoiceOne Financial Services, Inc.",Banks - Regional,211790676
COGT,"Cogent Biosciences, Inc.",Biotechnology,404784210
COHN,Cohen & Company Inc.,Capital Markets,12804091
COHR,"Coherent, Inc.",Scientific & Technical Instruments,7116317376
COHU,"Cohu, Inc.",Semiconductor Equipment & Materials,1664103653
COIN,"Coinbase Global, Inc.",Software - Application,30673637990
COKE,"Coca-Cola Consolidated, Inc.",Beverages - Non-Alcoholic,8144797503
COLB,"Columbia Banking System, Inc.",Banks - Regional,5304087680
COLD,"Americold Realty Trust, Inc.",REIT - Industrial,8256102400
COLL,"Collegium Pharmaceutical, Inc.",Drug Manufacturers - Specialty & Generic,1092791259
COLM,Columbia Sportswear Company,Apparel Manufacturing,4801293930
COMM,"CommScope Holding Company, Inc.",Communication Equipment,486673110
COMP,"Compass, Inc.",Software - Application,1611177641
COMS,COMSovereign Holding Corp.,Telecom Services,2107678
CONN,"Conn's, Inc.",Specialty Retail,122259498
CONX,CONX Corp.,Shell Companies,222967519
COO,"The Cooper Companies, Inc.",Medical Instruments & Supplies,19217078520
COOK,"Traeger, Inc.","Furnishings, Fixtures & Appliances",294393060
COOL,Corner Growth Acquisition Corp.,Shell Companies,109828400
COOP,Mr. Cooper Group Inc.,Mortgage Finance,4303970540
COP,Conoco Phillips,Oil & Gas E&P,128311524600
COR,Cencora,Medical Distribution,43818308640
CORT,Corcept Therapeutics Incorporated,Biotechnology,2428588360
COSM,Cosmos Health Inc.,Drug Manufacturers - Specialty & Generic,13538242
COST,Costco Wholesale Corporation,Discount Stores,307286077280
COTY,Coty Inc.,Household & Personal Products,11003220140
COUR,"Coursera, Inc.",Education & Training Services,2738236600
COYA,"Coya Therapeutics, Inc.",Biotechnology,86287747
CP,Canadian Pacific Railway Limited,Railroads,72828784560
CPA,"Copa Holdings, S.A.",Airlines,3859383851
CPAC,Cementos Pacasmayo S.A.A.,Building Materials,470170736
CPB,Campbell Soup Company,Packaged Foods,12868977000
CPBI,"Central Plains Bancshares, Inc.",Shell Companies,44302991
CPE,Callon Petroleum Company,Oil & Gas E&P,2092617260
CPF,Central Pacific Financial Corp.,Banks - Regional,534644064
CPG,Crescent Point Energy Corp.,Oil & Gas E&P,4022431740
CPHC,Canterbury Park Holding Corporation,Gambling,114765094
CPHI,"China Pharma Holdings, Inc.",Drug Manufacturers - Specialty & Generic,4855603
CPIX,Cumberland Pharmaceuticals Inc.,Drug Manufacturers - Specialty & Generic,28915312
CPK,Chesapeake Utilities Corporation,Utilities - Regulated Gas,2209169364
CPLP,Capital Product Partners L.P.,Marine Shipping,987401454
CPNG,"Coupang, Inc.",Internet Retail,26530765550
CPOP,"Pop Culture Group Co., Ltd",Entertainment,8421549
CPRI,Capri Holdings Limited,Luxury Goods,5816861050
CPRT,"Copart, Inc.",Auto & Truck Dealerships,47521832190
CPRX,"Catalyst Pharmaceuticals, Inc.",Biotechnology,1629609750
CPS,Cooper-Standard Holdings Inc.,Auto Parts,299580450
CPSH,CPS Technologies Corporation,Electronic Components,34120120
CPSI,"Computer Programs and Systems, Inc.",Health Information Services,146506416
CPSS,"Consumer Portfolio Services, Inc.",Credit Services,185436234
CPT,Camden Property Trust,REIT - Residential,10589547780
CPTK,Crown Proptech Acquisitions,Shell Companies,118621414
CPTN,"Cepton, Inc.",Software - Application,44688258
CQP,"Cheniere Energy Partners, L.P.",Oil & Gas Midstream,24463331060
CR,Crane Company,Specialty Industrial Machinery,6779498084
CRAI,"CRA International, Inc.",Consulting Services,748203799
CRBG,"Corebridge Financial, Inc.",Asset Management,15834180542
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",Biotechnology,33619968
CRBU,"Caribou Biosciences, Inc.",Biotechnology,473990696
CRC,California Resources Corporation,Oil & Gas E&P,3468049746
CRCT,"Cricut, Inc.",Computer Hardware,1251443661
CRD.A,Crawford & Company,Insurance Brokers,616540550
CRD.B,Crawford & Company,Insurance Brokers,586816078
CRDF,"Cardiff Oncology, Inc.",Biotechnology,67909344
CRDL,Cardiol Therapeutics Inc.,Drug Manufacturers - Specialty & Generic,73578707
CRDO,Credo Technology Group Holding Ltd,Communication Equipment,3513121718
CREG,Smart Powerr Corp.,Utilities - Renewable,12184063
CRESY,Cresud S.A.C.I.F. y A.,Conglomerates,858286339
CREV,Carbon Revolution Public Limited,Auto Parts,120651559
CREX,"Creative Realities, Inc.",Software - Application,28364525
CRGE,"Charge Enterprises, Inc.",Information Technology Services,30643200
CRGO,Freightos Limited,Integrated Freight & Logistics,150537344
CRGX,"CARGO Therapeutics, Inc.",Biotechnology,880552987
CRGY,Crescent Energy Company,Oil & Gas E&P,1976226109
CRH,CRH plc,Building Materials,49710215804
CRI,"Carter's, Inc.",Apparel Retail,2727981184
CRIS,"Curis, Inc.",Biotechnology,66838981
CRK,"Comstock Resources, Inc.",Oil & Gas E&P,2233000580
CRKN,Crown ElectroKinetics Corp.,Specialty Chemicals,1372335
CRL,"Charles River Laboratories International, Inc.",Diagnostics & Research,11070875376
CRM,"Salesforce, Inc.",Software - Application,271330400000
CRMD,CorMedix Inc.,Biotechnology,179783360
CRMT,"America's Car-Mart, Inc.",Auto & Truck Dealerships,414767459
CRNC,Cerence Inc.,Software - Application,835471750
CRNT,Ceragon Networks Ltd.,Communication Equipment,211824673
CRNX,"Crinetics Pharmaceuticals, Inc.",Biotechnology,2448194345
CRON,Cronos Group Inc.,Drug Manufacturers - Specialty & Generic,785094840
CROX,"Crocs, Inc.",Footwear & Accessories,6183244194
CRS,Carpenter Technology Corporation,Metal Fabrication,3316348464
CRSP,CRISPR Therapeutics AG,Biotechnology,5183764950
CRSR,"Corsair Gaming, Inc.",Computer Hardware,1416991040
CRT,Cross Timbers Royalty Trust,Oil & Gas E&P,105960000
CRTO,Criteo S.A.,Advertising Agencies,1391775642
CRUS,"Cirrus Logic, Inc.",Semiconductors,4409909814
CRVL,CorVel Corporation,Insurance Brokers,4075993852
CRVO,CervoMed Inc.,Biotechnology,51071247
CRVS,"Corvus Pharmaceuticals, Inc.",Biotechnology,100529130
CRWD,"CrowdStrike Holdings, Inc.",Software - Infrastructure,71725653388
CRWS,"Crown Crafts, Inc.","Furnishings, Fixtures & Appliances",50896279
CSAN,Cosan S.A.,Oil & Gas Refining & Marketing,6751009348
CSBR,"Champions Oncology, Inc.",Biotechnology,86728444
CSCO,"Cisco Systems, Inc.",Communication Equipment,209553663600
CSGP,"CoStar Group, Inc.",Real Estate Services,34012554270
CSGS,"CSG Systems International, Inc.",Software - Infrastructure,1568414346
CSIQ,Canadian Solar Inc.,Solar,1360581485
CSL,Carlisle Companies Incorporated,Building Products & Equipment,15050959944
CSLM,CSLM Acquisition Corp,Shell Companies,103723702
CSLR,"Complete Solaria, Inc.",Solar,52537096
CSPI,CSP Inc.,Information Technology Services,110577862
CSR,Centerspace,REIT - Residential,872292375
CSSE,"Chicken Soup for the Soul Entertainment, Inc.",Entertainment,5373597
CSTE,Caesarstone Ltd.,Building Products & Equipment,144311574
CSTL,"Castle Biosciences, Inc.",Diagnostics & Research,532558795
CSTM,Constellium SE,Aluminum,2720092700
CSTR,"CapStar Financial Holdings, Inc.",Banks - Regional,390835440
CSV,"Carriage Services, Inc.",Personal Services,367945640
CSWC,Capital Southwest Corporation,Asset Management,1009963808
CSWI,"CSW Industrials, Inc.",Specialty Industrial Machinery,3385698404
CSX,CSX Corporation,Railroads,68670517500
CTAS,Cintas Corporation,Specialty Business Services,60977697630
CTBI,"Community Trust Bancorp, Inc.",Banks - Regional,755991600
CTCX,Carmell Therapeutics Corporation,Biotechnology,73399622
CTGO,"Contango Ore, Inc.",Gold,139121924
CTHR,"Charles & Colvard, Ltd.",Luxury Goods,13989045
CTKB,"Cytek Biosciences, Inc.",Medical Devices,1168432311
CTLP,"Cantaloupe, Inc.",Information Technology Services,493091772
CTLT,"Catalent, Inc.",Drug Manufacturers - Specialty & Generic,8999534620
CTM,"Castellum, Inc.",Information Technology Services,17619719
CTMX,"CytomX Therapeutics, Inc.",Biotechnology,109191907
CTNT,Cheetah Net Supply Chain Service Inc.,Auto & Truck Dealerships,19707600
CTO,"CTO Realty Growth, Inc.",REIT - Diversified,382038976
CTOS,"Custom Truck One Source, Inc.",Rental & Leasing Services,1554432000
CTRA,Coterra Energy Inc.,Oil & Gas E&P,18315875200
CTRE,"CareTrust REIT, Inc.",REIT - Healthcare Facilities,2625228480
CTRM,Castor Maritime Inc.,Marine Shipping,45306949
CTRN,"Citi Trends, Inc.",Apparel Retail,234200359
CTS,CTS Corporation,Electronic Components,1324215000
CTSH,Cognizant Technology Solutions Corporation,Information Technology Services,38744182510
CTSO,Cytosorbents Corporation,Medical Devices,49078904
CTV,Innovid Corp.,Advertising Agencies,185544480
CTVA,"Corteva, Inc.",Agricultural Inputs,31691663130
CTXR,"Citius Pharmaceuticals, Inc.",Biotechnology,111276900
CUBE,CubeSmart,REIT - Industrial,10285142140
CUBI,"Customers Bancorp, Inc.",Banks - Regional,1679072955
CUE,"Cue Biopharma, Inc.",Biotechnology,128150172
CUK,Carnival Corporation & plc,Leisure,20926469523
CULL,"Cullman Bancorp, Inc.",Banks - Regional,78589628
CULP,"Culp, Inc.",Textile Manufacturing,64344684
CURI,CuriosityStream Inc.,Broadcasting,27318217
CURO,CURO Group Holdings Corp.,Credit Services,36348570
CURV,Torrid Holdings Inc.,Apparel Retail,574648560
CUTR,"Cutera, Inc.",Medical Devices,54446847
CUZ,Cousins Properties Incorporated,REIT - Office,3589455100
CVAC,CureVac N.V.,Biotechnology,850755400
CVBF,CVB Financial Corp.,Banks - Regional,2717091000
CVCO,"Cavco Industries, Inc.",Residential Construction,2823795605
CVCY,Central Valley Community Bancorp,Banks - Regional,237069080
CVE,Cenovus Energy Inc.,Oil & Gas Integrated,28262028800
CVEO,Civeo Corporation,Specialty Business Services,332077668
CVGI,"Commercial Vehicle Group, Inc.",Auto Parts,220107363
CVGW,"Calavo Growers, Inc.",Food Distribution,494824246
CVI,"CVR Energy, Inc.",Oil & Gas Refining & Marketing,3047094610
CVII,Churchill Capital Corp VII,Shell Companies,976969699
CVKD,"Cadrenal Therapeutics, Inc.",Biotechnology,13804119
CVLG,"Covenant Logistics Group, Inc.",Trucking,628563984
CVLT,"Commvault Systems, Inc.",Software - Application,3514786050
CVLY,"Codorus Valley Bancorp, Inc.",Banks - Regional,236121252
CVM,CEL-SCI Corporation,Biotechnology,123952384
CVNA,Carvana Co.,Internet Retail,9653046363
CVR,Chicago Rivet & Machine Co.,Tools & Accessories,15699645
CVRX,"CVRx, Inc.",Medical Devices,554735740
CVS,CVS Health Corporation,Healthcare Plans,95140517000
CVU,"CPI Aerostructures, Inc.",Aerospace & Defense,32821516
CVV,CVD Equipment Corporation,Specialty Industrial Machinery,32279932
CVX,Chevron Corporation,Oil & Gas Integrated,268173304500
CW,Curtiss-Wright Corporation,Aerospace & Defense,8647482556
CWAN,"Clearwater Analytics Holdings, Inc.",Software - Application,4623345560
CWBC,Community West Bancshares,Banks - Regional,140011904
CWCO,Consolidated Water Co. Ltd.,Utilities - Regulated Water,524549225
CWD,CaliberCos Inc.,Asset Management,13920115
CWEN,"Clearway Energy, Inc.",Utilities - Renewable,4986819800
CWEN.A,"Clearway Energy, Inc.",Utilities - Renewable,4897822095
CWH,"Camping World Holdings, Inc.",Auto & Truck Dealerships,2196297678
CWK,Cushman & Wakefield plc,Real Estate Services,2322525660
CWST,"Casella Waste Systems, Inc.",Waste Management,4875879475
CWT,California Water Service Group,Utilities - Regulated Water,2756277360
CX,"CEMEX, SAB de CV",Building Materials,11231900329
CXAI,CXApp Inc.,Software - Application,21051072
CXDO,"Crexendo, Inc.",Telecom Services,151000680
CXM,"Sprinklr, Inc.",Software - Application,3379808252
CXT,"Crane NXT, Co.",Specialty Industrial Machinery,3338324064
CXW,"CoreCivic, Inc.",REIT - Specialty,1641592250
CYAN,Cyanotech Corporation,Packaged Foods,5786047
CYBN,Cybin Inc.,Biotechnology,148692704
CYBR,CyberArk Software Ltd.,Software - Infrastructure,9612590694
CYCC,"Cyclacel Pharmaceuticals, Inc.",Biotechnology,2219935
CYCN,"Cyclerion Therapeutics, Inc.",Biotechnology,8472272
CYD,China Yuchai International Limited,Specialty Industrial Machinery,351381380
CYH,"Community Health Systems, Inc.",Medical Care Facilities,511635740
CYN,Cyngn Inc.,Software - Application,6568151
CYRX,"Cryoport, Inc.",Integrated Freight & Logistics,723193849
CYT,"Cyteir Therapeutics, Inc.",Biotechnology,112314072
CYTH,"Cyclo Therapeutics, Inc.",Drug Manufacturers - Specialty & Generic,38706110
CYTK,"Cytokinetics, Incorporated",Biotechnology,8206114153
CYTO,Altamira Therapeutics Ltd.,Biotechnology,3190095
CZFS,"Citizens Financial Services, Inc.",Banks - Regional,282319539
CZNC,Citizens & Northern Corporation,Banks - Regional,307634472
CZOO,Cazoo Group Ltd,Auto & Truck Dealerships,21911680
CZR,"Caesars Entertainment, Inc.",Resorts & Casinos,9881720910
CZWI,"Citizens Community Bancorp, Inc.",Banks - Regional,122895494
D,"Dominion Energy, Inc.",Utilities - Regulated Electric,37714440790
DAC,Danaos Corporation,Marine Shipping,1469488890
DADA,Dada Nexus Limited,Internet Retail,495201168
DAIO,Data I/O Corporation,Electronic Components,26070112
DAKT,"Daktronics, Inc.",Electronic Components,344966094
DAL,"Delta Air Lines, Inc.",Airlines,23795261740
DALN,DallasNews Corporation,Publishing,22641028
DAN,Dana Incorporated,Auto Parts,1924025540
DAO,"Youdao, Inc.",Education & Training Services,382934242
DAR,Darling Ingredients Inc.,Packaged Foods,6969953080
DARE,"Daré Bioscience, Inc.",Biotechnology,30672588
DASH,"DoorDash, Inc.",Internet Content & Information,41676554149
DATS,"DatChat, Inc.",Software - Application,3449445
DAVA,Endava plc,Software - Infrastructure,4621234300
DAVE,Dave Inc.,Software - Application,177884553
DAWN,"Day One Biopharmaceuticals, Inc.",Biotechnology,1218600600
DB,Deutsche Bank Aktiengesellschaft,Banks - Regional,26040527585
DBD,"Diebold Nixdorf, Incorporated",Software - Application,1164566708
DBGI,"Digital Brands Group, Inc.",Apparel Retail,2204698
DBI,Designer Brands Inc.,Apparel Retail,483857070
DBRG,"DigitalBridge Group, Inc.",REIT - Diversified,3420799647
DBVT,DBV Technologies S.A.,Biotechnology,185571863
DBX,"Dropbox, Inc.",Software - Infrastructure,11313213605
DC,Dakota Gold Corp.,Gold,188226395
DCBO,Docebo Inc.,Software - Application,1432036095
DCFC,Tritium DCFC Limited,Electrical Equipment & Parts,28980266
DCGO,DocGo Inc.,Medical Care Facilities,357402240
DCI,"Donaldson Company, Inc.",Specialty Industrial Machinery,7781208720
DCO,Ducommun Incorporated,Aerospace & Defense,739745552
DCOM,"Dime Community Bancshares, Inc.",Banks - Regional,996532503
DCPH,"Deciphera Pharmaceuticals, Inc.",Drug Manufacturers - Specialty & Generic,1110506166
DCTH,"Delcath Systems, Inc.",Medical Devices,94577769
DD,"DuPont de Nemours, Inc.",Specialty Chemicals,31990824380
DDC,DDC Enterprise Limited,Packaged Foods,61144401
DDD,3D Systems Corporation,Computer Hardware,687185100
DDI,"DoubleDown Interactive Co., Ltd.",Electronic Gaming & Multimedia,451431838
DDL,Dingdong (Cayman) Limited,Grocery Stores,266078760
DDOG,"Datadog, Inc.",Software - Application,43691068632
DDS,"Dillard's, Inc.",Department Stores,6418813539
DE,Deere & Company,Farm & Heavy Construction Machinery,107681354100
DEA,"Easterly Government Properties, Inc.",REIT - Office,1234755673
DEC,Diversified Energy Company PLC,Oil & Gas E&P,604527040
DECA,Denali Capital Acquisition Corp.,Shell Companies,57142800
DECK,Deckers Outdoor Corporation,Footwear & Accessories,19753611930
DEI,"Douglas Emmett, Inc.",REIT - Office,2462720260
DELL,Dell Technologies Inc.,Computer Hardware,57739315688
DENN,Denny's Corporation,Restaurants,581285130
DEO,Diageo plc,Beverages - Wineries & Distilleries,76855678900
DERM,Journey Medical Corporation,Drug Manufacturers - Specialty & Generic,99390377
DESP,"Despegar.com, Corp.",Travel Services,553706630
DFH,"Dream Finders Homes, Inc.",Residential Construction,3195476204
DFIN,"Donnelley Financial Solutions, Inc.",Capital Markets,1837271712
DFLI,Dragonfly Energy Holdings Corp.,Electrical Equipment & Parts,25848633
DFS,Discover Financial Services,Credit Services,24918279700
DG,Dollar General Corporation,Discount Stores,29592585540
DGHI,Digihost Technology Inc.,Software - Application,41339808
DGICA,Donegal Group Inc.,Insurance - Property & Casualty,485250617
DGICB,Donegal Group Inc.,Insurance - Property & Casualty,483270454
DGII,Digi International Inc.,Communication Equipment,899532725
DGLY,"Digital Ally, Inc.",Security & Protection Services,5797553
DGX,Quest Diagnostics Incorporated,Diagnostics & Research,14696378850
DH,Definitive Healthcare Corp.,Health Information Services,1444204355
DHAC,Digital Health Acquisition Corp.,Shell Companies,44333709
DHC,Diversified Healthcare Trust,REIT - Healthcare Facilities,697305000
DHCA,DHC Acquisition Corp.,Shell Companies,131876809
DHI,"D.R. Horton, Inc.",Residential Construction,52543116800
DHIL,"Diamond Hill Investment Group, Inc.",Asset Management,469558286
DHR,Danaher Corporation,Diagnostics & Research,171408896190
DHT,"DHT Holdings, Inc.",Oil & Gas Midstream,1764785050
DHX,"DHI Group, Inc.",Staffing & Employment Services,110490244
DIBS,"1stdibs.Com, Inc.",Internet Retail,199506188
DIN,"Dine Brands Global, Inc.",Restaurants,712231160
DINO,HF Sinclair Corporation,Oil & Gas Refining & Marketing,11560801650
DIOD,Diodes Incorporated,Semiconductors,3267124784
DIS,The Walt Disney Company,Entertainment,174332983200
DISA,Disruptive Acquisition Corporation I,Shell Companies,91678188
DIST,Distoken Acquisition Corporation,Shell Companies,95059112
